Row Labels,ProductCombo,,,,,,,,,,,,,,,,,,,,,,,,,,
19156793138,2010,2320,7690,7830,,,,,,,,,,,,,,,,,,,,,,,
19156793139,2010,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793140,1720,3400,3700,,,,,,,,,,,,,,,,,,,,,,,,
19156793141,7710,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793142,1150,2010,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156793143,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793144,4900,7720,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156793145,1250,1860,1900,2010,,,,,,,,,,,,,,,,,,,,,,,
19156793146,2320,3400,6000,,,,,,,,,,,,,,,,,,,,,,,,
19156793148,7760,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156793149,1059,1159,2017,6137,7609,7699,7749,7839,7969,8529,9149,9159,9169,9179,,,,,,,,,,,,,
19156793151,2320,3600,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156793152,6100,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793154,5209,6100,7607,7819,7969,,,,,,,,,,,,,,,,,,,,,,
19156793155,2010,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793156,5700,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156793159,2760,7710,7857,7969,,,,,,,,,,,,,,,,,,,,,,,
19156793161,1907,7619,7659,7679,7969,8509,8529,,,,,,,,,,,,,,,,,,,,
19156793162,7779,9160,,,,,,,,,,,,,,,,,,,,,,,,,
19156793163,4757,7779,,,,,,,,,,,,,,,,,,,,,,,,,
19156793164,7710,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793165,1101,9110,,,,,,,,,,,,,,,,,,,,,,,,,
19156793166,2049,7740,7769,,,,,,,,,,,,,,,,,,,,,,,,
19156793169,2010,6110,,,,,,,,,,,,,,,,,,,,,,,,,
19156793170,2010,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156793171,2050,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793172,3509,7649,7687,,,,,,,,,,,,,,,,,,,,,,,,
19156793174,1860,4127,,,,,,,,,,,,,,,,,,,,,,,,,
19156793175,7600,7690,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156793177,7650,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156793180,5900,7779,7847,7867,,,,,,,,,,,,,,,,,,,,,,,
19156793182,1900,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793183,7660,7710,7770,7860,8520,,,,,,,,,,,,,,,,,,,,,,
19156793184,2010,2019,6110,,,,,,,,,,,,,,,,,,,,,,,,
19156793185,1460,2010,2017,7640,7840,7860,,,,,,,,,,,,,,,,,,,,,
19156793188,2010,6000,,,,,,,,,,,,,,,,,,,,,,,,,
19156793189,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793191,7770,7810,,,,,,,,,,,,,,,,,,,,,,,,,
19156793192,7760,8720,,,,,,,,,,,,,,,,,,,,,,,,,
19156793194,1150,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793195,7600,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793196,7730,7820,7870,7980,,,,,,,,,,,,,,,,,,,,,,,
19156793198,1050,1100,1710,,,,,,,,,,,,,,,,,,,,,,,,
19156793199,7667,7699,7789,7809,7839,,,,,,,,,,,,,,,,,,,,,,
19156793202,1151,1350,1560,7690,,,,,,,,,,,,,,,,,,,,,,,
19156793204,2019,7829,,,,,,,,,,,,,,,,,,,,,,,,,
19156793208,7760,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156793209,5009,7699,7749,,,,,,,,,,,,,,,,,,,,,,,,
19156793210,2017,2320,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156793212,1860,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156793216,7820,,,,,,,,,,,,,,,,,,,,,,,,,,
19156793222,5800,5900,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156793223,7690,7780,7800,7830,,,,,,,,,,,,,,,,,,,,,,,
19156793224,1150,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793227,7600,7770,7810,7840,,,,,,,,,,,,,,,,,,,,,,,
19156793229,1860,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793232,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156793233,3600,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793234,3359,7610,7667,7690,8010,,,,,,,,,,,,,,,,,,,,,,
19156793235,7710,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793238,1150,6207,7830,9160,,,,,,,,,,,,,,,,,,,,,,,
19156793239,7667,7850,,,,,,,,,,,,,,,,,,,,,,,,,
19156793240,2760,7870,8720,,,,,,,,,,,,,,,,,,,,,,,,
19156793241,4120,7779,,,,,,,,,,,,,,,,,,,,,,,,,
19156793242,1860,2010,7710,,,,,,,,,,,,,,,,,,,,,,,,
19156793243,2320,7650,7820,7860,8529,8730,8740,,,,,,,,,,,,,,,,,,,,
19156793245,7667,7779,7829,8017,,,,,,,,,,,,,,,,,,,,,,,
19156793246,7710,7810,,,,,,,,,,,,,,,,,,,,,,,,,
19156793248,6110,8700,,,,,,,,,,,,,,,,,,,,,,,,,
19156793249,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793250,2010,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156793251,2010,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156793257,2760,6000,7760,7960,,,,,,,,,,,,,,,,,,,,,,,
19156793259,7780,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793262,2320,2330,2760,5800,7650,7880,7960,,,,,,,,,,,,,,,,,,,,
19156793263,7770,7800,7850,8010,,,,,,,,,,,,,,,,,,,,,,,
19156793264,1001,2760,4890,5560,7720,7860,7880,7910,7960,,,,,,,,,,,,,,,,,,
19156793266,1359,2019,,,,,,,,,,,,,,,,,,,,,,,,,
19156793267,7760,7870,7960,,,,,,,,,,,,,,,,,,,,,,,,
19156793270,2010,3359,,,,,,,,,,,,,,,,,,,,,,,,,
19156793271,1560,2010,6000,,,,,,,,,,,,,,,,,,,,,,,,
19156793273,1250,1350,,,,,,,,,,,,,,,,,,,,,,,,,
19156793278,1350,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793281,2750,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793282,2040,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793283,3400,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793284,2760,7810,,,,,,,,,,,,,,,,,,,,,,,,,
19156793285,7820,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156793286,1350,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793287,4840,8730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793288,7600,7650,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156793290,6117,7640,7650,7690,7810,7980,8017,8730,9170,,,,,,,,,,,,,,,,,,
19156793291,7770,7800,7820,7857,7900,,,,,,,,,,,,,,,,,,,,,,
19156793292,1350,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156793293,1460,6207,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156793294,7659,7780,7789,7820,,,,,,,,,,,,,,,,,,,,,,,
19156793296,6130,7690,7710,7860,92075,,,,,,,,,,,,,,,,,,,,,,
19156793300,7850,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156793302,2010,6000,,,,,,,,,,,,,,,,,,,,,,,,,
19156793303,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793304,2017,4707,,,,,,,,,,,,,,,,,,,,,,,,,
19156793305,2010,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156793308,4090,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156793313,1100,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156793314,2320,3350,5800,,,,,,,,,,,,,,,,,,,,,,,,
19156793315,1560,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793317,3350,6110,6210,7830,,,,,,,,,,,,,,,,,,,,,,,
19156793319,2750,2809,3409,7739,,,,,,,,,,,,,,,,,,,,,,,
19156793320,2330,7810,,,,,,,,,,,,,,,,,,,,,,,,,
19156793323,2010,3350,,,,,,,,,,,,,,,,,,,,,,,,,
19156793326,1900,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156793328,7720,7800,7830,7969,,,,,,,,,,,,,,,,,,,,,,,
19156793329,3409,7697,7747,,,,,,,,,,,,,,,,,,,,,,,,
19156793330,3600,7779,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156793333,1259,1869,2809,4077,7980,,,,,,,,,,,,,,,,,,,,,,
19156793335,1150,6100,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156793336,3250,7710,7910,,,,,,,,,,,,,,,,,,,,,,,,
19156793337,2010,2050,,,,,,,,,,,,,,,,,,,,,,,,,
19156793339,2010,7600,7607,7610,7647,7670,7760,7779,,,,,,,,,,,,,,,,,,,
19156793340,1560,3350,7690,,,,,,,,,,,,,,,,,,,,,,,,
19156793344,7647,7679,7747,,,,,,,,,,,,,,,,,,,,,,,,
19156793345,5900,6007,7880,9189,,,,,,,,,,,,,,,,,,,,,,,
19156793347,7640,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793349,7820,7847,,,,,,,,,,,,,,,,,,,,,,,,,
19156793353,8510,8520,,,,,,,,,,,,,,,,,,,,,,,,,
19156793359,1469,2809,6107,,,,,,,,,,,,,,,,,,,,,,,,
19156793361,7710,7910,,,,,,,,,,,,,,,,,,,,,,,,,
19156793362,2017,6007,9169,,,,,,,,,,,,,,,,,,,,,,,,
19156793363,7720,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793364,1159,1359,2759,2800,3109,5709,5909,7739,7769,7789,7809,7827,7839,,,,,,,,,,,,,,
19156793365,7870,8700,8720,8740,,,,,,,,,,,,,,,,,,,,,,,
19156793368,7670,7910,,,,,,,,,,,,,,,,,,,,,,,,,
19156793369,1350,2759,3350,3400,7960,,,,,,,,,,,,,,,,,,,,,,
19156793371,3400,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156793372,6210,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156793374,1151,7670,7710,,,,,,,,,,,,,,,,,,,,,,,,
19156793376,5000,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156793377,1720,4127,6137,7600,7610,7760,7780,,,,,,,,,,,,,,,,,,,,
19156793378,1560,3400,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156793380,2017,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156793381,1350,7980,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156793382,6007,8740,8750,,,,,,,,,,,,,,,,,,,,,,,,
19156793383,6007,6207,,,,,,,,,,,,,,,,,,,,,,,,,
19156793388,7760,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793391,1720,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156793392,3250,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793393,1460,4910,7610,7827,,,,,,,,,,,,,,,,,,,,,,,
19156793394,1151,1350,,,,,,,,,,,,,,,,,,,,,,,,,
19156793395,3100,7670,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156793396,7740,8715,,,,,,,,,,,,,,,,,,,,,,,,,
19156793397,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793401,7647,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156793402,6007,6117,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156793403,2800,5000,7660,7840,,,,,,,,,,,,,,,,,,,,,,,
19156793409,2320,2800,2809,,,,,,,,,,,,,,,,,,,,,,,,
19156793410,1460,1860,2800,8707,8727,,,,,,,,,,,,,,,,,,,,,,
19156793412,2000,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793413,1250,7710,9130,,,,,,,,,,,,,,,,,,,,,,,,
19156793414,1909,2759,4127,7969,,,,,,,,,,,,,,,,,,,,,,,
19156793415,7830,8700,8720,,,,,,,,,,,,,,,,,,,,,,,,
19156793416,7770,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156793420,6007,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156793421,3350,6207,9159,9169,9945,,,,,,,,,,,,,,,,,,,,,,
19156793422,1720,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156793423,6207,6217,,,,,,,,,,,,,,,,,,,,,,,,,
19156793424,2760,3350,7710,7780,7870,,,,,,,,,,,,,,,,,,,,,,
19156793425,3400,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156793427,7770,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793428,5700,5800,5900,,,,,,,,,,,,,,,,,,,,,,,,
19156793434,1151,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156793435,4957,8760,,,,,,,,,,,,,,,,,,,,,,,,,
19156793436,2010,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793437,3400,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156793439,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793440,2800,7779,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156793441,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793442,7760,7770,7960,,,,,,,,,,,,,,,,,,,,,,,,
19156793443,7807,7839,,,,,,,,,,,,,,,,,,,,,,,,,
19156793444,1159,7839,8737,,,,,,,,,,,,,,,,,,,,,,,,
19156793447,7830,7969,,,,,,,,,,,,,,,,,,,,,,,,,
19156793448,2040,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156793452,1860,2050,2800,3250,7610,7670,7960,,,,,,,,,,,,,,,,,,,,
19156793455,1569,6100,7690,7809,,,,,,,,,,,,,,,,,,,,,,,
19156793456,2760,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793458,2010,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156793459,5800,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793464,1100,6110,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156793466,2040,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156793468,6007,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793469,7770,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793470,7779,7810,8010,8700,,,,,,,,,,,,,,,,,,,,,,,
19156793471,6210,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156793472,1900,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793473,3400,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793474,1359,1569,2019,2059,3409,4707,6137,7749,,,,,,,,,,,,,,,,,,,
19156793475,1000,3250,,,,,,,,,,,,,,,,,,,,,,,,,
19156793477,1101,1109,3700,5009,7847,,,,,,,,,,,,,,,,,,,,,,
19156793478,4960,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156793481,1350,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793483,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793484,7827,7837,,,,,,,,,,,,,,,,,,,,,,,,,
19156793486,2040,7630,,,,,,,,,,,,,,,,,,,,,,,,,
19156793487,6110,6130,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156793488,2010,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156793493,2010,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793497,6130,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156793499,6007,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156793500,1350,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793502,3350,3400,4950,7740,,,,,,,,,,,,,,,,,,,,,,,
19156793503,5900,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156793504,3409,3609,7699,8017,8529,,,,,,,,,,,,,,,,,,,,,,
19156793505,7770,91531,,,,,,,,,,,,,,,,,,,,,,,,,
19156793507,1350,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156793508,7600,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793509,7607,7617,7717,,,,,,,,,,,,,,,,,,,,,,,,
19156793510,1150,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156793512,7667,7827,8017,,,,,,,,,,,,,,,,,,,,,,,,
19156793513,2750,2760,,,,,,,,,,,,,,,,,,,,,,,,,
19156793516,4707,6007,6100,,,,,,,,,,,,,,,,,,,,,,,,
19156793520,8737,8747,,,,,,,,,,,,,,,,,,,,,,,,,
19156793524,1151,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156793526,6007,7760,8510,8520,,,,,,,,,,,,,,,,,,,,,,,
19156793527,2010,6007,6100,,,,,,,,,,,,,,,,,,,,,,,,
19156793529,2320,3400,6217,7720,7820,,,,,,,,,,,,,,,,,,,,,,
19156793531,7830,8725,,,,,,,,,,,,,,,,,,,,,,,,,
19156793533,5800,7860,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156793534,1560,3400,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156793537,7690,7800,7960,7980,,,,,,,,,,,,,,,,,,,,,,,
19156793538,1101,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793543,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793548,1151,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793551,7740,7770,7860,7870,7980,8017,,,,,,,,,,,,,,,,,,,,,
19156793554,1900,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156793556,2019,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156793558,3409,6137,9160,,,,,,,,,,,,,,,,,,,,,,,,
19156793560,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156793563,1900,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156793567,1101,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793568,1350,2010,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156793571,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793573,5900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793574,1460,1860,,,,,,,,,,,,,,,,,,,,,,,,,
19156793575,3100,4077,4910,7600,7647,7670,7687,,,,,,,,,,,,,,,,,,,,
19156793576,1250,1900,2010,7770,8010,,,,,,,,,,,,,,,,,,,,,,
19156793577,2010,7790,,,,,,,,,,,,,,,,,,,,,,,,,
19156793581,4120,4960,,,,,,,,,,,,,,,,,,,,,,,,,
19156793583,2750,7770,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156793585,6007,6200,7827,7837,,,,,,,,,,,,,,,,,,,,,,,
19156793587,6210,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156793591,1059,7609,7659,7719,,,,,,,,,,,,,,,,,,,,,,,
19156793594,6007,6137,6217,,,,,,,,,,,,,,,,,,,,,,,,
19156793595,1100,2010,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156793596,6130,6137,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156793598,5900,7760,7780,7830,,,,,,,,,,,,,,,,,,,,,,,
19156793600,2750,2800,7769,,,,,,,,,,,,,,,,,,,,,,,,
19156793601,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156793602,1350,2010,7730,7739,7780,7790,7980,,,,,,,,,,,,,,,,,,,,
19156793603,6007,6130,,,,,,,,,,,,,,,,,,,,,,,,,
19156793604,3250,7820,7840,,,,,,,,,,,,,,,,,,,,,,,,
19156793605,3350,4960,,,,,,,,,,,,,,,,,,,,,,,,,
19156793606,7790,9160,,,,,,,,,,,,,,,,,,,,,,,,,
19156793609,3600,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793613,2320,4077,,,,,,,,,,,,,,,,,,,,,,,,,
19156793614,2010,7770,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156793617,7650,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793618,6210,7820,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156793620,2320,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793621,6100,6210,7739,7789,,,,,,,,,,,,,,,,,,,,,,,
19156793624,1100,1350,,,,,,,,,,,,,,,,,,,,,,,,,
19156793626,6110,6240,7760,7850,,,,,,,,,,,,,,,,,,,,,,,
19156793628,4820,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156793629,6107,6137,7820,7900,,,,,,,,,,,,,,,,,,,,,,,
19156793635,6200,9160,,,,,,,,,,,,,,,,,,,,,,,,,
19156793636,7870,7900,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156793637,3259,3359,7649,7659,7739,7749,7779,7827,7969,8017,,,,,,,,,,,,,,,,,
19156793638,1860,7600,7660,,,,,,,,,,,,,,,,,,,,,,,,
19156793639,7800,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793643,6210,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156793644,1151,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,
19156793645,1720,2759,7640,7659,7779,7780,8017,,,,,,,,,,,,,,,,,,,,
19156793646,2010,8017,,,,,,,,,,,,,,,,,,,,,,,,,
19156793647,3600,7740,9170,9180,,,,,,,,,,,,,,,,,,,,,,,
19156793649,3400,7710,7740,7860,7910,,,,,,,,,,,,,,,,,,,,,,
19156793651,1100,3409,7699,7820,,,,,,,,,,,,,,,,,,,,,,,
19156793653,7770,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156793654,3250,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156793655,1151,2040,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156793657,7667,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793660,7690,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156793662,2010,7720,7810,7820,7910,,,,,,,,,,,,,,,,,,,,,,
19156793663,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793664,2010,7720,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156793666,6210,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156793667,2760,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156793668,7780,7830,7839,,,,,,,,,,,,,,,,,,,,,,,,
19156793669,9120,9150,,,,,,,,,,,,,,,,,,,,,,,,,
19156793670,2010,3600,7770,7980,9170,9180,,,,,,,,,,,,,,,,,,,,,
19156793671,7690,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156793674,7647,7687,,,,,,,,,,,,,,,,,,,,,,,,,
19156793675,1059,7609,7719,7839,,,,,,,,,,,,,,,,,,,,,,,
19156793676,1350,6200,6240,,,,,,,,,,,,,,,,,,,,,,,,
19156793677,5800,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793679,7770,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156793681,8700,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156793682,7710,7760,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156793683,2010,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156793684,2010,7850,,,,,,,,,,,,,,,,,,,,,,,,,
19156793685,3400,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156793686,7659,7667,7697,7769,9109,9179,,,,,,,,,,,,,,,,,,,,,
19156793688,1350,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156793690,1250,3100,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156793691,1460,8717,8730,8735,,,,,,,,,,,,,,,,,,,,,,,
19156793692,4840,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156793694,1151,8700,,,,,,,,,,,,,,,,,,,,,,,,,
19156793696,6007,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156793699,2010,7600,7610,7670,,,,,,,,,,,,,,,,,,,,,,,
19156793700,2010,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156793701,6130,7790,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156793702,7747,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793704,6130,7790,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156793705,6200,7820,7830,9150,,,,,,,,,,,,,,,,,,,,,,,
19156793706,2010,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156793707,4850,6007,7760,7770,7830,,,,,,,,,,,,,,,,,,,,,,
19156793708,1350,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156793710,1460,3500,7640,,,,,,,,,,,,,,,,,,,,,,,,
19156793712,1900,2010,5900,7610,7860,,,,,,,,,,,,,,,,,,,,,,
19156793715,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156793716,1159,1909,2019,7649,7659,7779,7829,,,,,,,,,,,,,,,,,,,,
19156793718,2320,5900,7600,7780,9100,9170,9180,,,,,,,,,,,,,,,,,,,,
19156793720,1860,5570,6100,6207,,,,,,,,,,,,,,,,,,,,,,,
19156793721,1350,3400,7697,,,,,,,,,,,,,,,,,,,,,,,,
19156793723,6210,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156793724,4757,5500,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156793727,1051,2050,5560,7720,7770,7860,7870,7960,7969,7980,,,,,,,,,,,,,,,,,
19156793731,4830,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156793732,6210,7670,8707,,,,,,,,,,,,,,,,,,,,,,,,
19156793734,1101,1310,3600,7690,7740,7800,7820,8010,,,,,,,,,,,,,,,,,,,
19156793735,1710,7980,8010,92076,,,,,,,,,,,,,,,,,,,,,,,
19156793736,1100,7770,8720,,,,,,,,,,,,,,,,,,,,,,,,
19156793738,2010,3500,6002,8710,8730,,,,,,,,,,,,,,,,,,,,,,
19156793739,7800,7900,9150,,,,,,,,,,,,,,,,,,,,,,,,
19156793740,2010,6100,,,,,,,,,,,,,,,,,,,,,,,,,
19156793742,6100,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156793743,1100,7760,7780,7820,,,,,,,,,,,,,,,,,,,,,,,
19156793744,2010,3400,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156793745,3359,7649,7699,7749,7789,,,,,,,,,,,,,,,,,,,,,,
19156793746,1350,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156793747,3400,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156793748,3250,7610,9130,,,,,,,,,,,,,,,,,,,,,,,,
19156793749,6137,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156793750,1250,1460,2010,,,,,,,,,,,,,,,,,,,,,,,,
19156793754,7690,7749,7769,7820,,,,,,,,,,,,,,,,,,,,,,,
19156793755,7770,7870,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156793762,1101,1350,2010,3350,6002,6200,7660,7690,7710,7790,7960,8010,,,,,,,,,,,,,,,
19156793763,1560,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156793765,1250,3500,7710,,,,,,,,,,,,,,,,,,,,,,,,
19156793766,2010,6110,,,,,,,,,,,,,,,,,,,,,,,,,
19156793767,3350,7860,7870,,,,,,,,,,,,,,,,,,,,,,,,
19156793768,1350,2010,6002,6200,7780,7820,7850,,,,,,,,,,,,,,,,,,,,
19156793769,1101,8500,9150,,,,,,,,,,,,,,,,,,,,,,,,
19156793771,1150,2040,7807,,,,,,,,,,,,,,,,,,,,,,,,
19156793773,1900,2040,8747,,,,,,,,,,,,,,,,,,,,,,,,
19156793777,1250,2010,2320,2330,7830,8700,,,,,,,,,,,,,,,,,,,,,
19156793779,1350,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156793780,9170,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156793781,2010,8509,,,,,,,,,,,,,,,,,,,,,,,,,
